Name;SI;Handles;VM;WS;PM;NPM;Path;Company;CPU;FileVersion;ProductVersion;Description;Product;__NounName;BasePriority;ExitCode;HasExited;ExitTime;Handle;SafeHandle;HandleCount;Id;MachineName;MainWindowHandle;MainWindowTitle;MainModule;MaxWorkingSet;MinWorkingSet;Modules;NonpagedSystemMemorySize;NonpagedSystemMemorySize64;PagedMemorySize;PagedMemorySize64;PagedSystemMemorySize;PagedSystemMemorySize64;PeakPagedMemorySize;PeakPagedMemorySize64;PeakWorkingSet;PeakWorkingSet64;PeakVirtualMemorySize;PeakVirtualMemorySize64;PriorityBoostEnabled;PriorityClass;PrivateMemorySize;PrivateMemorySize64;PrivilegedProcessorTime;ProcessName;ProcessorAffinity;Responding;SessionId;StartInfo;StartTime;SynchronizingObject;Threads;TotalProcessorTime;UserProcessorTime;VirtualMemorySize;VirtualMemorySize64;EnableRaisingEvents;StandardInput;StandardOutput;StandardError;WorkingSet;WorkingSet64;Site;Container
chrome;3;306;2,19986E+12;9056256;52707328;33432;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;3,5;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;3944;Microsoft.Win32.SafeHandles.SafeProcessHandle;306;16268;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;33432;33432;52707328;52707328;445640;445640;82210816;82210816;84500480;84500480;846266368;2,19987E+12;True;Normal;52707328;52707328;00:00:00.7656250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:00:03.5000000;00:00:02.7343750;839188480;2,19986E+12;False;;;;9056256;9056256;;
cmd;3;95;84238336;24576;3850240;8344;C:\Windows\SysWOW64\cmd.exe;Microsoft Corporation;1,703125;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Interpr?teur de commandes Windows;Syst?me d?exploitation Microsoft? Windows?;Process;6;;False;;3500;Microsoft.Win32.SafeHandles.SafeProcessHandle;95;12260;.;0;;System.Diagnostics.ProcessModule (cmd.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;8344;8344;3850240;3850240;96024;96024;12152832;12152832;5988352;5988352;93847552;93847552;True;BelowNormal;3850240;3850240;00:00:00.3593750;cmd;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 12:26;;System.Diagnostics.ProcessThreadCollection;00:00:01.7031250;00:00:01.3437500;84238336;84238336;False;;;;24576;24576;;
Code;3;235;212647936;3022848;17707008;19056;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;2,9375;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2512;Microsoft.Win32.SafeHandles.SafeProcessHandle;235;2972;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;19056;19056;17707008;17707008;370136;370136;26181632;26181632;84275200;84275200;220057600;220057600;True;Normal;17707008;17707008;00:00:00.5156250;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 11:50;;System.Diagnostics.ProcessThreadCollection;00:00:02.9375000;00:00:02.4218750;212647936;212647936;False;;;;3022848;3022848;;
Code;3;364;328552448;21737472;55107584;33216;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;20,71875;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;3492;Microsoft.Win32.SafeHandles.SafeProcessHandle;364;3572;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;33216;33216;55107584;55107584;411520;411520;69365760;69365760;101752832;101752832;340611072;340611072;True;Normal;55107584;55107584;00:00:07.4843750;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:00:20.7187500;00:00:13.2343750;328552448;328552448;False;;;;21737472;21737472;;
Code;3;1154;779730944;61771776;43646976;90224;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;214,328125;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2432;Microsoft.Win32.SafeHandles.SafeProcessHandle;1154;7272;.;197820;dataToPowerBI.ps1 - Visual Studio Code;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;90224;90224;43646976;43646976;936544;936544;289955840;289955840;118165504;118165504;836804608;836804608;True;Normal;43646976;43646976;00:00:41.0937500;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:03:34.3281250;00:02:53.2343750;779730944;779730944;False;;;;61771776;61771776;;
Code;3;191;175882240;1433600;3973120;13992;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;1,609375;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2132;Microsoft.Win32.SafeHandles.SafeProcessHandle;191;7412;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;13992;13992;3973120;3973120;348024;348024;5988352;5988352;75616256;75616256;184111104;184111104;True;Normal;3973120;3973120;00:00:00.2343750;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:00:01.6093750;00:00:01.3750000;175882240;175882240;False;;;;1433600;1433600;;
Code;3;231;200822784;20049920;14893056;17728;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;0,265625;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2068;Microsoft.Win32.SafeHandles.SafeProcessHandle;231;8864;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;17728;17728;14893056;14893056;371104;371104;15601664;15601664;25612288;25612288;207540224;207540224;True;Normal;14893056;14893056;00:00:00.1093750;Code;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:00;;System.Diagnostics.ProcessThreadCollection;00:00:00.2656250;00:00:00.1562500;200822784;200822784;False;;;;20049920;20049920;;
Code;3;366;376311808;17297408;27860992;26288;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;100,90625;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;1496;Microsoft.Win32.SafeHandles.SafeProcessHandle;366;10576;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;26288;26288;27860992;27860992;602912;602912;76587008;76587008;104259584;104259584;396058624;396058624;True;Normal;27860992;27860992;00:00:31.4062500;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:01:40.9062500;00:01:09.5000000;376311808;376311808;False;;;;17297408;17297408;;
Code;3;563;612454400;106381312;164364288;53416;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;338,59375;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;3976;Microsoft.Win32.SafeHandles.SafeProcessHandle;563;11408;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;53416;53416;164364288;164364288;729296;729296;179875840;179875840;173592576;173592576;623742976;623742976;True;Normal;164364288;164364288;00:00:32.0312500;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:05:38.5937500;00:05:06.5625000;612454400;612454400;False;;;;106381312;106381312;;
Code;3;325;268886016;22777856;54693888;52168;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;40,71875;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2616;Microsoft.Win32.SafeHandles.SafeProcessHandle;325;11860;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;52168;52168;54693888;54693888;390224;390224;98222080;98222080;116338688;116338688;308559872;308559872;True;Normal;54693888;54693888;00:00:04.9062500;Code;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:00:40.7187500;00:00:35.8125000;268886016;268886016;False;;;;22777856;22777856;;
Code;3;218;266977280;18554880;51195904;23680;C:\Program Files (x86)\Microsoft VS Code\Code.exe;Microsoft Corporation;5,78125;1.11.2;1.11.2;Visual Studio Code;Visual Studio Code;Process;8;;False;;2140;Microsoft.Win32.SafeHandles.SafeProcessHandle;218;13564;.;0;;System.Diagnostics.ProcessModule (Code.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;23680;23680;51195904;51195904;365944;365944;84930560;84930560;88743936;88743936;298643456;298643456;True;Normal;51195904;51195904;00:00:00.8750000;Code;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 08:52;;System.Diagnostics.ProcessThreadCollection;00:00:05.7812500;00:00:04.9062500;266977280;266977280;False;;;;18554880;18554880;;
conhost;3;176;2,19914E+12;13430784;3743744;12360;;;1,796875;;;;;Process;8;;;;;;176;5864;.;0;;;;;;12360;12360;3743744;3743744;218224;218224;3833856;3833856;14725120;14725120;130490368;2,19915E+12;;;3743744;3743744;00:00:01.4062500;conhost;;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:43;;System.Diagnostics.ProcessThreadCollection;00:00:01.7968750;00:00:00.3906250;114286592;2,19914E+12;False;;;;13430784;13430784;;
conhost;3;85;2,19911E+12;4575232;2199552;7320;C:\Windows\system32\conhost.exe;Microsoft Corporation;0,015625;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Console Window Host;Microsoft? Windows? Operating System;Process;8;;False;;3376;Microsoft.Win32.SafeHandles.SafeProcessHandle;85;10492;.;0;;System.Diagnostics.ProcessModule (conhost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;7320;7320;2199552;2199552;164192;164192;2301952;2301952;6742016;6742016;143241216;2,19917E+12;True;Normal;2199552;2199552;00:00:00.0156250;conhost;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;00:00:00.0156250;00:00:00;84475904;2,19911E+12;False;;;;4575232;4575232;;
conhost;3;124;2,19912E+12;1216512;4018176;12624;C:\Windows\system32\conhost.exe;Microsoft Corporation;2,9375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Console Window Host;Microsoft? Windows? Operating System;Process;8;;False;;3428;Microsoft.Win32.SafeHandles.SafeProcessHandle;124;15236;.;0;;System.Diagnostics.ProcessModule (conhost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;12624;12624;4018176;4018176;176808;176808;6995968;6995968;10870784;10870784;99303424;2,19912E+12;True;Normal;4018176;4018176;00:00:02.3281250;conhost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:02.9375000;00:00:00.6093750;92524544;2,19912E+12;False;;;;1216512;1216512;;
conhost;3;125;2,19912E+12;200704;4149248;12896;C:\Windows\system32\conhost.exe;Microsoft Corporation;3,390625;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Console Window Host;Microsoft? Windows? Operating System;Process;6;;False;;2832;Microsoft.Win32.SafeHandles.SafeProcessHandle;125;15828;.;0;;System.Diagnostics.ProcessModule (conhost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;12896;12896;4149248;4149248;178824;178824;7143424;7143424;8159232;8159232;99647488;2,19912E+12;True;BelowNormal;4149248;4149248;00:00:02.7656250;conhost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 12:26;;System.Diagnostics.ProcessThreadCollection;00:00:03.3906250;00:00:00.6250000;92893184;2,19912E+12;False;;;;200704;200704;;
conhost;3;104;2,19911E+12;7127040;3637248;9632;C:\Windows\system32\conhost.exe;Microsoft Corporation;0,28125;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Console Window Host;Microsoft? Windows? Operating System;Process;8;;False;;3300;Microsoft.Win32.SafeHandles.SafeProcessHandle;104;15836;.;0;;System.Diagnostics.ProcessModule (conhost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;9632;9632;3637248;3637248;171224;171224;4952064;4952064;10616832;10616832;90492928;2,19911E+12;True;Normal;3637248;3637248;00:00:00.2187500;conhost;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:00;;System.Diagnostics.ProcessThreadCollection;00:00:00.2812500;00:00:00.0625000;89706496;2,19911E+12;False;;;;7127040;7127040;;
csrss;0;351;2,19909E+12;1982464;1716224;17592;;;;;;;;Process;13;;;;;;351;576;.;0;;;;;;17592;17592;1716224;1716224;183792;183792;2408448;2408448;5820416;5820416;76165120;2,1991E+12;;;1716224;1716224;;csrss;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;65921024;2,19909E+12;False;;;;1982464;1982464;;
csrss;3;779;2,19924E+12;8593408;3059712;34712;;;;;;;;Process;13;;;;;;779;4908;.;0;;;;;;34712;34712;3059712;3059712;536008;536008;15757312;15757312;111022080;111022080;348430336;2,19937E+12;;;3059712;3059712;;csrss;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;219852800;2,19924E+12;False;;;;8593408;8593408;;
dasHost;0;232;2,19909E+12;6201344;9019392;23328;;;;;;;;Process;8;;;;;;232;2244;.;0;;;;;;23328;23328;9019392;9019392;122792;122792;10596352;10596352;16338944;16338944;82653184;2,19911E+12;;;9019392;9019392;;dasHost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;69062656;2,19909E+12;False;;;;6201344;6201344;;
dllhost;3;176;2,1991E+12;4739072;3600384;11680;C:\Windows\system32\DllHost.exe;Microsoft Corporation;1,359375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;COM Surrogate;Microsoft? Windows? Operating System;Process;8;;False;;3664;Microsoft.Win32.SafeHandles.SafeProcessHandle;176;14404;.;0;;System.Diagnostics.ProcessModule (DllHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;11680;11680;3600384;3600384;130232;130232;6373376;6373376;13086720;13086720;150962176;2,19917E+12;True;Normal;3600384;3600384;00:00:00.8281250;dllhost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:37;;System.Diagnostics.ProcessThreadCollection;00:00:01.3593750;00:00:00.5312500;74395648;2,1991E+12;False;;;;4739072;4739072;;
dwm;3;1008;2,19943E+12;67403776;95109120;81552;;;;;;;;Process;13;;;;;;1008;10636;.;0;;;;;;81552;81552;95109120;95109120;666048;666048;176590848;176590848;200818688;200818688;615723008;2,19964E+12;;;95109120;95109120;;dwm;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;408621056;2,19943E+12;False;;;;67403776;67403776;;
esif_assist_64;3;66;50507776;905216;2535424;8344;C:\Windows\TEMP\DPTF\esif_assist_64.exe;;1,640625;;;;;Process;8;;False;;2784;Microsoft.Win32.SafeHandles.SafeProcessHandle;66;8220;.;0;;System.Diagnostics.ProcessModule (esif_assist_64.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;8344;8344;2535424;2535424;91928;91928;5480448;5480448;7806976;7806976;62308352;62308352;True;Normal;2535424;2535424;00:00:00.7968750;esif_assist_64;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:01.6406250;00:00:00.8437500;50507776;50507776;False;;;;905216;905216;;
esif_uf;0;119;47792128;778240;6283264;17224;;;;;;;;Process;13;;;;;;119;2592;.;0;;;;;;17224;17224;6283264;6283264;76560;76560;9191424;9191424;10403840;10403840;59199488;59199488;;;6283264;6283264;;esif_uf;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;47792128;47792128;False;;;;778240;778240;;
explorer;3;2796;2,19976E+12;104423424;92917760;165624;C:\Windows\Explorer.EXE;Microsoft Corporation;387,921875;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Explorateur Windows;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;4352;Microsoft.Win32.SafeHandles.SafeProcessHandle;2796;12020;.;197588;;System.Diagnostics.ProcessModule (Explorer.EXE);1413120;204800;System.Diagnostics.ProcessModuleCollection;165624;165624;92917760;92917760;1282504;1282504;159608832;159608832;138342400;138342400;1141977088;2,20017E+12;True;Normal;92917760;92917760;00:03:53.8593750;explorer;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:06:27.9218750;00:02:34.0625000;736342016;2,19976E+12;False;;;;104423424;104423424;;
fontdrvhost;3;37;2,19908E+12;811008;925696;5696;;;;;;;;Process;8;;;;;;37;3884;.;0;;;;;;5696;5696;925696;925696;82664;82664;991232;991232;3522560;3522560;61349888;2,19908E+12;;;925696;925696;;fontdrvhost;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;59584512;2,19908E+12;False;;;;811008;811008;;
GameScannerService;0;418;203677696;5914624;22667264;28712;;;;;;;;Process;8;;;;;;418;9360;.;0;;;;;;28712;28712;22667264;22667264;316568;316568;26701824;26701824;38158336;38158336;274796544;274796544;;;22667264;22667264;;GameScannerService;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;203677696;203677696;False;;;;5914624;5914624;;
googledrivesync;3;855;257998848;40116224;88645632;45680;C:\Program Files (x86)\Google\Drive\googledrivesync.exe;Google;27,34375;2.34.5075.1619;2.34.5075.1619;Google Drive;Google Drive;Process;8;;False;;4320;Microsoft.Win32.SafeHandles.SafeProcessHandle;855;480;.;0;;System.Diagnostics.ProcessModule (googledrivesync.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;45680;45680;88645632;88645632;282576;282576;172118016;172118016;178421760;178421760;346185728;346185728;True;Normal;88645632;88645632;00:00:04.2343750;googledrivesync;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 09:26;;System.Diagnostics.ProcessThreadCollection;00:00:27.3437500;00:00:23.1093750;257998848;257998848;False;;;;40116224;40116224;;
googledrivesync;3;58;46534656;3805184;978944;6984;C:\Program Files (x86)\Google\Drive\googledrivesync.exe;Google;0,640625;2.34.5075.1619;2.34.5075.1619;Google Drive;Google Drive;Process;8;;False;;3144;Microsoft.Win32.SafeHandles.SafeProcessHandle;58;8884;.;0;;System.Diagnostics.ProcessModule (googledrivesync.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;6984;6984;978944;978944;86816;86816;7598080;7598080;10739712;10739712;55685120;55685120;True;Normal;978944;978944;00:00:00.3750000;googledrivesync;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 09:25;;System.Diagnostics.ProcessThreadCollection;00:00:00.6406250;00:00:00.2656250;46534656;46534656;False;;;;3805184;3805184;;
GROOVE;3;1340;2,19967E+12;39612416;70561792;51944;C:\Program Files\Microsoft Office\root\Office16\GROOVE.EXE;Microsoft Corporation;169,96875;16.0.7369.2127;16.0.7369.2127;Microsoft OneDrive for Business;Microsoft Office 2016;Process;8;;False;;4328;Microsoft.Win32.SafeHandles.SafeProcessHandle;1340;9752;.;0;;System.Diagnostics.ProcessModule (GROOVE.EXE);1413120;204800;System.Diagnostics.ProcessModuleCollection;51944;51944;70561792;70561792;847312;847312;80928768;80928768;103534592;103534592;727535616;2,19975E+12;True;Normal;70561792;70561792;00:00:29.9218750;GROOVE;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:31;;System.Diagnostics.ProcessThreadCollection;00:02:49.9687500;00:02:20.0468750;643674112;2,19967E+12;False;;;;39612416;39612416;;
hidfind;3;94;62402560;1777664;2592768;10248;C:\Program Files\DellTPad\HidFind.exe;Alps Electric Co., Ltd.;0,71875;8, 1, 0, 34;8, 1, 0, 34;Alps Pointing-device Driver;Alps Pointing-device Driver;Process;8;;False;;3476;Microsoft.Win32.SafeHandles.SafeProcessHandle;94;9704;.;0;;System.Diagnostics.ProcessModule (HidFind.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;10248;10248;2592768;2592768;116408;116408;5468160;5468160;9076736;9076736;73031680;73031680;True;Normal;2592768;2592768;00:00:00.2500000;hidfind;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:00.7187500;00:00:00.4687500;62402560;62402560;False;;;;1777664;1777664;;
HidMonitorSvc;0;112;42815488;1474560;5865472;17048;;;;;;;;Process;8;;;;;;112;2540;.;0;;;;;;17048;17048;5865472;5865472;69736;69736;8667136;8667136;9027584;9027584;53174272;53174272;;;5865472;5865472;;HidMonitorSvc;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;42815488;42815488;False;;;;1474560;1474560;;
HostControlService;0;109;49381376;1269760;6778880;18000;;;;;;;;Process;8;;;;;;109;2008;.;0;;;;;;18000;18000;6778880;6778880;82336;82336;9502720;9502720;10031104;10031104;58503168;58503168;;;6778880;6778880;;HostControlService;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;49381376;49381376;False;;;;1269760;1269760;;
HostStorageService;0;114;42901504;1417216;6205440;17320;;;;;;;;Process;8;;;;;;114;2000;.;0;;;;;;17320;17320;6205440;6205440;70016;70016;9003008;9003008;8339456;8339456;50974720;50974720;;;6205440;6205440;;HostStorageService;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;42901504;42901504;False;;;;1417216;1417216;;
ibtsiva;0;99;39514112;1568768;5615616;15960;;;;;;;;Process;8;;;;;;99;2604;.;0;;;;;;15960;15960;5615616;5615616;65024;65024;8441856;8441856;8314880;8314880;50966528;50966528;;;5615616;5615616;;ibtsiva;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;39514112;39514112;False;;;;1568768;1568768;;
Idle;0;0;65536;4096;0;0;;;;;;;;Process;0;;;;;;0;0;.;0;;;;;;0;0;0;0;0;0;0;0;4096;4096;65536;65536;;;0;0;;Idle;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;65536;65536;False;;;;4096;4096;;
igfxCUIService;0;176;56983552;2478080;6717440;19496;;;;;;;;Process;8;;;;;;176;1504;.;0;;;;;;19496;19496;6717440;6717440;96368;96368;9424896;9424896;11464704;11464704;65056768;65056768;;;6717440;6717440;;igfxCUIService;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;56983552;56983552;False;;;;2478080;2478080;;
igfxEM;3;187;116789248;4046848;5349376;16776;C:\Windows\system32\igfxEM.exe;Intel Corporation;4,265625;6.15.10.4531;6.15.10.4531;igfxEM Module;Intel(R) Common User Interface;Process;8;;False;;3844;Microsoft.Win32.SafeHandles.SafeProcessHandle;187;15140;.;0;;System.Diagnostics.ProcessModule (igfxEM.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;16776;16776;5349376;5349376;213952;213952;8056832;8056832;15286272;15286272;125865984;125865984;True;Normal;5349376;5349376;00:00:03.6093750;igfxEM;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:04.2656250;00:00:00.6562500;116789248;116789248;False;;;;4046848;4046848;;
igfxHK;3;189;83640320;3919872;4718592;26432;C:\Windows\system32\igfxHK.exe;Intel Corporation;4,421875;6.15.10.4531;6.15.10.4531;igfxHK Module;Intel(R) Common User Interface;Process;8;;False;;4188;Microsoft.Win32.SafeHandles.SafeProcessHandle;189;15608;.;0;;System.Diagnostics.ProcessModule (igfxHK.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;26432;26432;4718592;4718592;150760;150760;8290304;8290304;131391488;131391488;210399232;210399232;True;Normal;4718592;4718592;00:00:03.6562500;igfxHK;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:04.4218750;00:00:00.7656250;83640320;83640320;False;;;;3919872;3919872;;
igfxTray;3;161;109330432;3256320;4939776;14600;C:\Windows\system32\igfxTray.exe;;5,03125;;;;;Process;8;;False;;3508;Microsoft.Win32.SafeHandles.SafeProcessHandle;161;15384;.;0;;System.Diagnostics.ProcessModule (igfxTray.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;14600;14600;4939776;4939776;201464;201464;7843840;7843840;13934592;13934592;118870016;118870016;True;Normal;4939776;4939776;00:00:04.2812500;igfxTray;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:05.0312500;00:00:00.7500000;109330432;109330432;False;;;;3256320;3256320;;
IntelCpHeciSvc;0;167;45940736;3248128;2023424;10448;;;;;;;;Process;8;;;;;;167;2844;.;0;;;;;;10448;10448;2023424;2023424;85032;85032;4116480;4116480;9043968;9043968;56848384;56848384;;;2023424;2023424;;IntelCpHeciSvc;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;45940736;45940736;False;;;;3248128;3248128;;
lsass;0;1804;2,19913E+12;11350016;14651392;38056;;;;;;;;Process;9;;;;;;1804;756;.;0;;;;;;38056;38056;14651392;14651392;229936;229936;16982016;16982016;39419904;39419904;111968256;2,19914E+12;;;14651392;14651392;;lsass;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;106209280;2,19913E+12;False;;;;11350016;11350016;;
lync;3;3561;2,23447E+12;162447360;225263616;88816;C:\Program Files\Microsoft Office\root\Office16\lync.exe;Microsoft Corporation;35,515625;16.0.7369.2127;16.0.7369.2127;Skype for Business;Microsoft Office 2016;Process;8;;False;;2956;Microsoft.Win32.SafeHandles.SafeProcessHandle;3561;7448;.;1377562;Duani Jordane;System.Diagnostics.ProcessModule (lync.exe);100925440;99717120;System.Diagnostics.ProcessModuleCollection;88816;88816;225263616;225263616;1611384;1611384;226349056;226349056;264970240;264970240;1103749120;2,23449E+12;True;Normal;225263616;225263616;00:00:12.6406250;lync;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 08:44;;System.Diagnostics.ProcessThreadCollection;00:00:35.5156250;00:00:22.8750000;1085235200;2,23447E+12;False;;;;162447360;162447360;;
lynchtmlconv;3;615;2,19948E+12;37355520;35217408;26672;C:\Program Files\Microsoft Office\Root\Office16\lynchtmlconv.exe;Microsoft Corporation;0,859375;16.0.7369.2127;16.0.7369.2127;Microsoft Lync;Microsoft Office 2016;Process;8;;False;;2816;Microsoft.Win32.SafeHandles.SafeProcessHandle;615;16316;.;0;;System.Diagnostics.ProcessModule (lynchtmlconv.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;26672;26672;35217408;35217408;747432;747432;35217408;35217408;43638784;43638784;472010752;2,1995E+12;True;Normal;35217408;35217408;00:00:00.4062500;lynchtmlconv;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:33;;System.Diagnostics.ProcessThreadCollection;00:00:00.8593750;00:00:00.4531250;456765440;2,19948E+12;False;;;;37355520;37355520;;
Memory Compression;0;0;1999765504;1255096320;4489216;0;;;;;;;;Process;8;;;;;;0;2980;.;0;;;;;;0;0;4489216;4489216;4224;4224;5091328;5091328;1521917952;1521917952;-1697644544;2597322752;;;4489216;4489216;;Memory Compression;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;1999765504;1999765504;False;;;;1255096320;1255096320;;
